player,team,position,x,y
Jorge Ortiz Mendoza,Goa,Center Forward,45.2,41.2
Bartholomew Owogbalor Ogbeche,Hyderabad,Center Forward,91.0,36.2
Bartholomew Owogbalor Ogbeche,Hyderabad,Center Forward,110.7,38.7
Akash Mishra,Hyderabad,Left Back,66.6,3.5
João Victor de Albuquerque Bruno,Hyderabad,Left Defensive Midfield,69.7,7.6
Joel Joseph Chianese,Hyderabad,Center Attacking Midfield,70.8,67.8
Nikhil Poojary,Hyderabad,Right Wing,70.6,63.8
Brandon Fernandes,Goa,Left Wing,108.3,5.6
Anwar Ali,Goa,Left Center Back,78.1,9.8
Konsham Chinglensana Singh,Hyderabad,Right Center Back,7.4,50.9
Joel Joseph Chianese,Hyderabad,Center Attacking Midfield,70.3,22.8
João Victor de Albuquerque Bruno,Hyderabad,Left Defensive Midfield,54.1,56.8
Joel Joseph Chianese,Hyderabad,Center Attacking Midfield,76.4,38.7
Leander D''Cunha,Goa,Right Back,110.2,54.1
Laxmikant Kattimani,Hyderabad,Goalkeeper,12.9,24.3
Alberto Noguera Ripoll,Goa,Center Attacking Midfield,81.6,66.7
Akash Mishra,Hyderabad,Left Back,63.7,2.4
Joel Joseph Chianese,Hyderabad,Center Attacking Midfield,51.2,50.3
Rohit Danu,Hyderabad,Left Wing,31.4,5.3
Asish Rai,Hyderabad,Right Back,33.7,71.8
Nikhil Poojary,Hyderabad,Right Wing,71.8,65.9
João Victor de Albuquerque Bruno,Hyderabad,Left Defensive Midfield,55.4,51.8
Asish Rai,Hyderabad,Right Back,3.5,63.8
João Victor de Albuquerque Bruno,Hyderabad,Left Defensive Midfield,53.7,47.8
Akash Mishra,Hyderabad,Left Back,15.6,28.7
Juan Antonio González Fernández,Hyderabad,Left Center Back,13.3,29.9
Nikhil Poojary,Hyderabad,Right Wing,85.6,63.0
Joel Joseph Chianese,Hyderabad,Center Attacking Midfield,54.3,36.2
Konsham Chinglensana Singh,Hyderabad,Right Center Back,9.9,51.1
Makan Winkle Chote,Goa,Right Wing,77.4,74.1
Bartholomew Owogbalor Ogbeche,Hyderabad,Center Forward,94.1,4.7
Joel Joseph Chianese,Hyderabad,Center Attacking Midfield,111.2,27.6
Alberto Noguera Ripoll,Goa,Center Attacking Midfield,64.1,76.0
Brandon Fernandes,Goa,Left Wing,81.6,34.8
Alberto Noguera Ripoll,Goa,Center Attacking Midfield,82.7,71.9
Alberto Noguera Ripoll,Goa,Center Attacking Midfield,66.4,67.1
Joel Joseph Chianese,Hyderabad,Center Attacking Midfield,51.2,21.0
Joel Joseph Chianese,Hyderabad,Center Attacking Midfield,43.3,47.2
Asish Rai,Hyderabad,Right Back,15.0,50.5
Alberto Noguera Ripoll,Goa,Center Attacking Midfield,56.6,28.1
Princeton Rebello,Goa,Right Defensive Midfield,47.3,66.0
Brandon Fernandes,Goa,Left Wing,37.3,59.1
Joel Joseph Chianese,Hyderabad,Center Attacking Midfield,93.7,53.9
Princeton Rebello,Goa,Right Defensive Midfield,33.5,42.7
Nikhil Poojary,Hyderabad,Right Wing,79.1,70.1
Souvik Chakrabarti,Hyderabad,Right Defensive Midfield,70.6,60.5
Anwar Ali,Goa,Left Center Back,38.3,36.0
Nikhil Poojary,Hyderabad,Right Wing,74.9,63.2
Joel Joseph Chianese,Hyderabad,Center Attacking Midfield,98.0,47.6
Bartholomew Owogbalor Ogbeche,Hyderabad,Center Forward,82.6,53.6
Asish Rai,Hyderabad,Right Back,31.6,69.9
Joel Joseph Chianese,Hyderabad,Center Attacking Midfield,43.9,21.8
Akash Mishra,Hyderabad,Left Back,7.4,14.3
Jorge Ortiz Mendoza,Goa,Center Forward,97.7,51.7
Joel Joseph Chianese,Hyderabad,Center Attacking Midfield,103.3,19.5
Anwar Ali,Goa,Left Center Back,10.2,41.2
Konsham Chinglensana Singh,Hyderabad,Right Center Back,56.4,58.2
Asish Rai,Hyderabad,Right Back,56.4,58.4
Jorge Ortiz Mendoza,Goa,Center Forward,71.2,11.2
Souvik Chakrabarti,Hyderabad,Right Defensive Midfield,57.4,59.9
Akash Mishra,Hyderabad,Left Back,13.9,18.9
Joel Joseph Chianese,Hyderabad,Center Attacking Midfield,69.7,2.0
Alberto Noguera Ripoll,Goa,Center Attacking Midfield,83.9,48.5
Leander D''Cunha,Goa,Right Back,52.5,60.8
Akash Mishra,Hyderabad,Left Back,57.4,5.3
Akash Mishra,Hyderabad,Left Back,57.4,5.3
Joel Joseph Chianese,Hyderabad,Center Attacking Midfield,113.5,8.6
Princeton Rebello,Goa,Right Defensive Midfield,31.0,69.8
Princeton Rebello,Goa,Right Defensive Midfield,31.2,76.6
Iván Garrido González,Goa,Right Center Back,20.3,64.1
Joel Joseph Chianese,Hyderabad,Center Attacking Midfield,96.9,23.0
Bartholomew Owogbalor Ogbeche,Hyderabad,Center Forward,96.9,23.0
Bartholomew Owogbalor Ogbeche,Hyderabad,Center Forward,95.3,31.5
Joel Joseph Chianese,Hyderabad,Center Attacking Midfield,97.7,53.0
Joel Joseph Chianese,Hyderabad,Center Attacking Midfield,110.3,41.0
Iván Garrido González,Goa,Right Center Back,13.0,66.3
Joel Joseph Chianese,Hyderabad,Center Attacking Midfield,81.6,26.8
Asish Rai,Hyderabad,Right Back,68.6,49.7
Nikhil Poojary,Hyderabad,Right Wing,56.4,67.8
Rohit Danu,Hyderabad,Left Wing,69.1,6.1
Nikhil Poojary,Hyderabad,Right Wing,83.2,72.0
João Victor de Albuquerque Bruno,Hyderabad,Left Defensive Midfield,78.5,60.0
João Victor de Albuquerque Bruno,Hyderabad,Left Defensive Midfield,68.2,66.5
Nikhil Poojary,Hyderabad,Right Wing,56.8,39.1
Alberto Noguera Ripoll,Goa,Center Attacking Midfield,70.2,3.1
Princeton Rebello,Goa,Right Defensive Midfield,68.2,24.8
Anwar Ali,Goa,Left Center Back,48.7,15.7
Nikhil Poojary,Hyderabad,Right Wing,76.2,77.7
Eduardo Bedia Peláez,Goa,Left Defensive Midfield,50.0,1.4
Anwar Ali,Goa,Left Center Back,2.6,5.6
Sanson Pereira,Goa,Left Back,4.3,19.9
Sanson Pereira,Goa,Left Back,8.1,23.3
Asish Rai,Hyderabad,Right Back,92.7,58.9
Asish Rai,Hyderabad,Right Back,92.7,54.6
Akash Mishra,Hyderabad,Left Back,83.8,21.6
Eduardo Bedia Peláez,Goa,Left Defensive Midfield,22.0,54.2
Iván Garrido González,Goa,Right Center Back,10.4,53.3
Akash Mishra,Hyderabad,Left Back,113.0,10.7
Bartholomew Owogbalor Ogbeche,Hyderabad,Center Forward,95.8,13.1
Rohit Danu,Hyderabad,Left Wing,63.2,6.1
Sanson Pereira,Goa,Left Back,64.3,16.3
Princeton Rebello,Goa,Right Defensive Midfield,62.4,23.5
Brandon Fernandes,Goa,Left Wing,68.9,8.5
Rohit Danu,Hyderabad,Left Wing,97.1,42.3
Joel Joseph Chianese,Hyderabad,Center Attacking Midfield,75.0,77.7
Princeton Rebello,Goa,Right Defensive Midfield,73.6,18.9
Bartholomew Owogbalor Ogbeche,Hyderabad,Center Forward,44.8,70.7
Bartholomew Owogbalor Ogbeche,Hyderabad,Center Forward,67.0,66.5
Konsham Chinglensana Singh,Hyderabad,Right Center Back,12.6,56.5
Bartholomew Owogbalor Ogbeche,Hyderabad,Center Forward,74.1,51.8
Nikhil Poojary,Hyderabad,Right Wing,84.4,74.7
Makan Winkle Chote,Goa,Right Wing,66.1,72.6
Rohit Danu,Hyderabad,Left Wing,64.8,6.7
Rohit Danu,Hyderabad,Left Wing,68.2,9.6
Princeton Rebello,Goa,Right Defensive Midfield,47.0,41.8
Eduardo Bedia Peláez,Goa,Left Defensive Midfield,38.8,49.3
Princeton Rebello,Goa,Right Defensive Midfield,42.6,54.0
Bartholomew Owogbalor Ogbeche,Hyderabad,Center Forward,99.0,23.5
Bartholomew Owogbalor Ogbeche,Hyderabad,Center Forward,92.9,4.6
Nikhil Poojary,Hyderabad,Right Wing,12.0,70.3
Nikhil Poojary,Hyderabad,Right Wing,14.7,73.3
Princeton Rebello,Goa,Right Defensive Midfield,33.8,65.4
Anwar Ali,Goa,Left Center Back,26.2,21.8
Alberto Noguera Ripoll,Goa,Center Attacking Midfield,26.9,19.9
Akash Mishra,Hyderabad,Left Back,38.5,13.3
Asish Rai,Hyderabad,Right Back,89.1,76.1
João Victor de Albuquerque Bruno,Hyderabad,Left Defensive Midfield,91.3,77.9
Nikhil Poojary,Hyderabad,Right Wing,92.9,68.0
Iván Garrido González,Goa,Right Center Back,40.4,60.4
Alberto Noguera Ripoll,Goa,Center Attacking Midfield,50.6,22.2
Leander D''Cunha,Goa,Right Back,29.3,62.9
Akash Mishra,Hyderabad,Left Back,39.4,12.6
Sahil Tavora,Hyderabad,Right Defensive Midfield,39.1,17.6
Leander D''Cunha,Goa,Right Back,88.7,65.8
Akash Mishra,Hyderabad,Left Back,26.3,4.6
Akash Mishra,Hyderabad,Left Back,21.2,5.1
Jorge Ortiz Mendoza,Goa,Center Forward,105.8,57.8
Sahil Tavora,Hyderabad,Right Defensive Midfield,49.9,25.2
Sahil Tavora,Hyderabad,Right Defensive Midfield,34.2,12.6
Akash Mishra,Hyderabad,Left Back,20.8,7.9
Sahil Tavora,Hyderabad,Right Defensive Midfield,15.1,15.3
Joel Joseph Chianese,Hyderabad,Center Attacking Midfield,69.5,8.4
Konsham Chinglensana Singh,Hyderabad,Right Center Back,42.3,33.6
Akash Mishra,Hyderabad,Left Back,13.4,4.4
Sahil Tavora,Hyderabad,Right Defensive Midfield,30.1,27.8
Sahil Tavora,Hyderabad,Right Defensive Midfield,39.1,14.7
Aniket Anil Jadhav,Hyderabad,Left Wing,42.3,24.4
Akash Mishra,Hyderabad,Left Back,25.2,7.4
Iván Garrido González,Goa,Right Center Back,42.2,72.6
Makan Winkle Chote,Goa,Right Wing,1.7,25.4
Joel Joseph Chianese,Hyderabad,Center Attacking Midfield,109.9,10.5
Joel Joseph Chianese,Hyderabad,Center Attacking Midfield,117.0,11.2
Leander D''Cunha,Goa,Right Back,13.1,46.0
Sahil Tavora,Hyderabad,Right Defensive Midfield,92.2,23.7
Sahil Tavora,Hyderabad,Right Defensive Midfield,80.0,9.3
Akash Mishra,Hyderabad,Left Back,77.9,4.6
Joel Joseph Chianese,Hyderabad,Center Attacking Midfield,76.2,22.7
Nikhil Poojary,Hyderabad,Right Wing,33.5,70.3
Alberto Noguera Ripoll,Goa,Center Attacking Midfield,80.7,24.5
Anwar Ali,Goa,Left Center Back,15.2,5.8
Alberto Noguera Ripoll,Goa,Center Attacking Midfield,2.2,3.7
João Victor de Albuquerque Bruno,Hyderabad,Left Defensive Midfield,64.0,26.8
Aniket Anil Jadhav,Hyderabad,Left Wing,105.4,40.2
Joel Joseph Chianese,Hyderabad,Center Attacking Midfield,81.6,58.9
Aniket Anil Jadhav,Hyderabad,Left Wing,68.6,5.4
Aniket Anil Jadhav,Hyderabad,Left Wing,44.1,10.1
Princeton Rebello,Goa,Right Defensive Midfield,38.8,57.6
Leander D''Cunha,Goa,Right Back,25.1,55.2
Brandon Fernandes,Goa,Left Wing,29.8,71.5
Jorge Ortiz Mendoza,Goa,Center Forward,66.2,37.8
Sahil Tavora,Hyderabad,Right Defensive Midfield,67.2,37.9
Juan Antonio González Fernández,Hyderabad,Left Center Back,43.4,37.4
Brandon Fernandes,Goa,Left Wing,86.6,71.0
Brandon Fernandes,Goa,Left Wing,92.3,66.5
Alberto Noguera Ripoll,Goa,Center Attacking Midfield,17.1,6.4
Alberto Noguera Ripoll,Goa,Center Attacking Midfield,23.9,2.8
Brandon Fernandes,Goa,Left Wing,22.0,11.1
Brandon Fernandes,Goa,Left Wing,39.0,0.9
Anwar Ali,Goa,Left Center Back,20.8,14.0
Joel Joseph Chianese,Hyderabad,Center Attacking Midfield,95.8,77.7
Konsham Chinglensana Singh,Hyderabad,Right Center Back,57.1,59.6
Sahil Tavora,Hyderabad,Right Defensive Midfield,63.6,59.6
Asish Rai,Hyderabad,Right Back,10.5,66.5
Bartholomew Owogbalor Ogbeche,Hyderabad,Center Forward,67.0,44.2
Konsham Chinglensana Singh,Hyderabad,Right Center Back,49.3,59.8
Nikhil Poojary,Hyderabad,Right Wing,25.2,59.3
Nikhil Poojary,Hyderabad,Right Wing,32.6,48.0
Joel Joseph Chianese,Hyderabad,Center Attacking Midfield,29.2,63.4
Sahil Tavora,Hyderabad,Right Defensive Midfield,52.6,4.6
Akash Mishra,Hyderabad,Left Back,38.1,3.9
Joel Joseph Chianese,Hyderabad,Center Attacking Midfield,50.5,16.6
Jorge Ortiz Mendoza,Goa,Center Forward,96.8,55.7
Jorge Ortiz Mendoza,Goa,Center Forward,99.3,52.8
Sahil Tavora,Hyderabad,Right Defensive Midfield,22.3,20.4
Nikhil Poojary,Hyderabad,Right Wing,37.5,72.0
Konsham Chinglensana Singh,Hyderabad,Right Center Back,25.7,66.7
Asish Rai,Hyderabad,Right Back,7.5,69.5
Alberto Noguera Ripoll,Goa,Center Attacking Midfield,81.4,37.3
Devendra Dhaku Murgaokar,Goa,Right Wing,97.8,42.2
Nikhil Poojary,Hyderabad,Right Wing,113.7,38.3
Joel Joseph Chianese,Hyderabad,Center Attacking Midfield,97.2,18.3
Sahil Tavora,Hyderabad,Right Defensive Midfield,84.9,8.6
Konsham Chinglensana Singh,Hyderabad,Right Center Back,47.8,37.9
João Victor de Albuquerque Bruno,Hyderabad,Left Defensive Midfield,39.1,44.4
Nikhil Poojary,Hyderabad,Right Wing,30.9,55.6
Javier Siverio Toro,Hyderabad,Center Forward,33.5,52.5
Asish Rai,Hyderabad,Right Back,4.8,69.5
Nikhil Poojary,Hyderabad,Right Wing,3.5,59.1
Sahil Tavora,Hyderabad,Right Defensive Midfield,58.3,43.6
Aniket Anil Jadhav,Hyderabad,Left Wing,47.9,22.1
Eduardo Bedia Peláez,Goa,Left Defensive Midfield,52.4,54.0
Javier Siverio Toro,Hyderabad,Center Forward,83.5,36.4
Mohammad Yasir,Hyderabad,Right Wing,76.6,57.9
Javier Siverio Toro,Hyderabad,Center Forward,71.4,24.9
Khassa Camara,Hyderabad,Center Attacking Midfield,56.6,16.8
Leander D''Cunha,Goa,Right Back,71.5,53.1
Nongdamba Singh Naorem,Goa,Right Defensive Midfield,35.9,1.9
Alberto Noguera Ripoll,Goa,Center Attacking Midfield,28.8,11.3
Eduardo Bedia Peláez,Goa,Left Defensive Midfield,70.1,25.4
Khassa Camara,Hyderabad,Center Attacking Midfield,40.4,72.8
Asish Rai,Hyderabad,Right Back,10.3,72.4
Jorge Ortiz Mendoza,Goa,Center Forward,92.3,59.9
Jorge Ortiz Mendoza,Goa,Center Forward,92.8,66.5
Javier Siverio Toro,Hyderabad,Center Forward,53.5,43.3
Sahil Tavora,Hyderabad,Right Defensive Midfield,27.3,26.3
Alberto Noguera Ripoll,Goa,Center Attacking Midfield,77.8,42.2
Sahil Tavora,Hyderabad,Right Defensive Midfield,68.6,20.4
Alberto Noguera Ripoll,Goa,Center Attacking Midfield,45.8,13.6
Mohammad Yasir,Hyderabad,Right Wing,82.5,76.1
Juan Antonio González Fernández,Hyderabad,Left Center Back,28.6,18.7
Javier Siverio Toro,Hyderabad,Center Forward,51.4,10.5
Devendra Dhaku Murgaokar,Goa,Right Wing,108.3,67.7
Aniket Anil Jadhav,Hyderabad,Left Wing,32.8,10.7
Asish Rai,Hyderabad,Right Back,3.3,65.9
Eduardo Bedia Peláez,Goa,Left Defensive Midfield,51.7,73.2
Aniket Anil Jadhav,Hyderabad,Left Wing,104.2,12.0
Danish Farooq Bhat,Bengaluru,Center Attacking Midfield,72.1,7.1
Sunil Chhetri,Bengaluru,Left Wing,66.7,5.3
Cleiton Augusto Oliveira Silva,Bengaluru,Center Forward,92.9,40.3
Patrick Flottmann,NorthEast United,Right Center Back,12.8,41.3
Imran Khan,NorthEast United,Left Wing,13.9,27.2
Bruno Edgar Silva Almeida,Bengaluru,Left Defensive Midfield,37.9,9.3
Udanta Kumam Singh,Bengaluru,Right Wing,37.6,14.8
Namgyal Bhutia,Bengaluru,Right Back,39.5,59.7
Banana Yaya,Bengaluru,Right Center Back,20.5,61.9
Namgyal Bhutia,Bengaluru,Right Back,22.7,75.1
Deshorn Brown,NorthEast United,Center Forward,97.7,13.4
Namgyal Bhutia,Bengaluru,Right Back,23.2,70.6
Bruno Edgar Silva Almeida,Bengaluru,Left Defensive Midfield,28.1,51.2
Imran Khan,NorthEast United,Left Wing,56.1,4.4
Parag Satish Shrivas,Bengaluru,Left Back,60.4,6.3
Provat Lakra,NorthEast United,Left Back,10.5,9.3
Bruno Edgar Silva Almeida,Bengaluru,Left Defensive Midfield,115.7,53.2
Parag Satish Shrivas,Bengaluru,Left Back,50.2,5.3
Mohammed Irshad,NorthEast United,Left Center Midfield,26.2,6.3
Amir Derviševič,East Bengal,Right Center Midfield,49.0,35.3
Udanta Kumam Singh,Bengaluru,Right Wing,48.2,76.3
Pragyan Sundar Gogoi,NorthEast United,Right Center Midfield,21.9,46.0
Pragyan Sundar Gogoi,NorthEast United,Right Center Midfield,26.5,25.1
Mohammed Irshad,NorthEast United,Left Center Midfield,21.5,25.4
Suresh Singh Wangjam,Bengaluru,Right Defensive Midfield,85.5,58.9
Imran Khan,NorthEast United,Left Wing,61.5,22.4
Suhair Vadakkepeedika,NorthEast United,Right Wing,19.2,70.7
Suhair Vadakkepeedika,NorthEast United,Right Wing,15.9,69.7
Suresh Singh Wangjam,Bengaluru,Right Defensive Midfield,74.8,52.9
Danish Farooq Bhat,Bengaluru,Center Attacking Midfield,88.8,64.6
Deshorn Brown,NorthEast United,Center Forward,108.3,50.0
Suhair Vadakkepeedika,NorthEast United,Right Wing,10.5,76.0
Provat Lakra,NorthEast United,Left Back,7.4,7.1
Namgyal Bhutia,Bengaluru,Right Back,99.9,78.7
Danish Farooq Bhat,Bengaluru,Center Attacking Midfield,106.2,78.1
Suresh Singh Wangjam,Bengaluru,Right Defensive Midfield,49.6,35.5
Pragyan Sundar Gogoi,NorthEast United,Right Center Midfield,43.3,62.4
Danish Farooq Bhat,Bengaluru,Center Attacking Midfield,74.4,11.6
Suresh Singh Wangjam,Bengaluru,Right Defensive Midfield,54.7,46.6
Parag Satish Shrivas,Bengaluru,Left Back,24.8,22.7
Sunil Chhetri,Bengaluru,Left Wing,56.7,12.0
Parag Satish Shrivas,Bengaluru,Left Back,19.1,16.4
Suhair Vadakkepeedika,NorthEast United,Right Wing,93.6,65.8
Pragyan Sundar Gogoi,NorthEast United,Right Center Midfield,91.7,57.1
Hernán Daniel Santana Trujillo,NorthEast United,Center Defensive Midfield,39.3,23.1
Danish Farooq Bhat,Bengaluru,Center Attacking Midfield,83.8,57.7
Sunil Chhetri,Bengaluru,Left Wing,62.0,70.3
Pragyan Sundar Gogoi,NorthEast United,Right Center Midfield,67.2,36.2
Patrick Flottmann,NorthEast United,Right Center Back,21.1,24.2
Pragyan Sundar Gogoi,NorthEast United,Right Center Midfield,38.4,40.1
Deshorn Brown,NorthEast United,Center Forward,45.3,37.3
Suhair Vadakkepeedika,NorthEast United,Right Wing,37.9,53.6
Udanta Kumam Singh,Bengaluru,Right Wing,68.4,35.2
Pragyan Sundar Gogoi,NorthEast United,Right Center Midfield,47.1,40.3
Patrick Flottmann,NorthEast United,Right Center Back,32.2,44.9
Deshorn Brown,NorthEast United,Center Forward,74.4,26.1
Joe Zoherliana,NorthEast United,Right Back,13.9,42.5
Bruno Edgar Silva Almeida,Bengaluru,Left Defensive Midfield,81.1,47.2
Parag Satish Shrivas,Bengaluru,Left Back,26.8,16.4
Suhair Vadakkepeedika,NorthEast United,Right Wing,82.5,68.1
Bruno Edgar Silva Almeida,Bengaluru,Left Defensive Midfield,30.8,43.3
Zakaria Diallo,NorthEast United,Left Center Back,69.1,39.8
Mohammed Irshad,NorthEast United,Left Center Midfield,69.5,40.1
Provat Lakra,NorthEast United,Left Back,57.4,2.4
Danish Farooq Bhat,Bengaluru,Center Attacking Midfield,45.2,48.6
Pragyan Sundar Gogoi,NorthEast United,Right Center Midfield,6.8,56.0
Namgyal Bhutia,Bengaluru,Right Back,62.7,67.3
Bruno Edgar Silva Almeida,Bengaluru,Left Defensive Midfield,67.3,65.7
Sunil Chhetri,Bengaluru,Left Wing,53.3,28.4
Sunil Chhetri,Bengaluru,Left Wing,6.3,14.8
Bruno Edgar Silva Almeida,Bengaluru,Left Defensive Midfield,34.1,74.4
Udanta Kumam Singh,Bengaluru,Right Wing,38.2,75.4
Parag Satish Shrivas,Bengaluru,Left Back,15.1,25.1
Alan Henrique Costa,Bengaluru,Left Center Back,13.1,28.9
Joe Zoherliana,NorthEast United,Right Back,99.3,48.7
Mohammed Irshad,NorthEast United,Left Center Midfield,74.4,43.6
Mohammed Irshad,NorthEast United,Left Center Midfield,46.3,25.1
Joe Zoherliana,NorthEast United,Right Back,53.4,36.8
Provat Lakra,NorthEast United,Left Back,32.7,6.8
Hernán Daniel Santana Trujillo,NorthEast United,Center Defensive Midfield,39.6,12.5
Zakaria Diallo,NorthEast United,Left Center Back,31.9,16.7
Provat Lakra,NorthEast United,Left Back,15.8,24.2
Udanta Kumam Singh,Bengaluru,Right Wing,50.2,75.4
Danish Farooq Bhat,Bengaluru,Center Attacking Midfield,51.4,63.0
Namgyal Bhutia,Bengaluru,Right Back,8.7,70.8
Suresh Singh Wangjam,Bengaluru,Right Defensive Midfield,69.1,38.8
Patrick Flottmann,NorthEast United,Right Center Back,5.5,54.4
Udanta Kumam Singh,Bengaluru,Right Wing,112.6,39.2
Namgyal Bhutia,Bengaluru,Right Back,55.9,61.6
Suresh Singh Wangjam,Bengaluru,Right Defensive Midfield,72.7,56.9
Mohammed Irshad,NorthEast United,Left Center Midfield,41.1,39.5
Danish Farooq Bhat,Bengaluru,Center Attacking Midfield,97.9,29.2
Mohammed Irshad,NorthEast United,Left Center Midfield,52.0,36.8
Provat Lakra,NorthEast United,Left Back,19.2,18.5
Alan Henrique Costa,Bengaluru,Left Center Back,20.2,28.1
Mohammed Irshad,NorthEast United,Left Center Midfield,64.8,34.9
Cleiton Augusto Oliveira Silva,Bengaluru,Center Forward,82.5,37.3
Provat Lakra,NorthEast United,Left Back,45.3,19.7
Mohammed Irshad,NorthEast United,Left Center Midfield,37.9,6.0
Provat Lakra,NorthEast United,Left Back,36.3,1.7
Bruno Edgar Silva Almeida,Bengaluru,Left Defensive Midfield,63.4,48.2
Alan Henrique Costa,Bengaluru,Left Center Back,46.0,42.2
Suhair Vadakkepeedika,NorthEast United,Right Wing,74.8,38.6
Lalrinliana Hnamte,East Bengal,Left Wing,98.7,21.1
Sunil Chhetri,Bengaluru,Left Wing,44.9,28.9
Hernán Daniel Santana Trujillo,NorthEast United,Center Defensive Midfield,64.8,70.0
Suresh Singh Wangjam,Bengaluru,Right Defensive Midfield,47.9,28.4
Wungngayam Muirang,Bengaluru,Left Back,26.2,32.2
Suhair Vadakkepeedika,NorthEast United,Right Wing,82.2,47.3
Imran Khan,NorthEast United,Left Wing,53.4,5.4
Banana Yaya,Bengaluru,Right Center Back,27.5,45.5
Danish Farooq Bhat,Bengaluru,Center Attacking Midfield,29.5,46.0
Sunil Chhetri,Bengaluru,Left Wing,63.7,6.7
Bruno Edgar Silva Almeida,Bengaluru,Left Defensive Midfield,52.9,46.0
Mohammed Irshad,NorthEast United,Left Center Midfield,73.8,20.9
Zakaria Diallo,NorthEast United,Left Center Back,50.1,18.8
Hernán Daniel Santana Trujillo,NorthEast United,Center Defensive Midfield,73.2,15.8
Provat Lakra,NorthEast United,Left Back,10.1,12.2
Cleiton Augusto Oliveira Silva,Bengaluru,Center Forward,80.5,54.0
Wungngayam Muirang,Bengaluru,Left Back,53.6,78.4
Udanta Kumam Singh,Bengaluru,Right Wing,77.7,65.2
Hernán Daniel Santana Trujillo,NorthEast United,Center Defensive Midfield,64.3,53.7
Suhair Vadakkepeedika,NorthEast United,Right Wing,65.7,66.9
Deshorn Brown,NorthEast United,Center Forward,67.3,54.5
Imran Khan,NorthEast United,Left Wing,50.6,8.1
Provat Lakra,NorthEast United,Left Back,38.4,17.3
Banana Yaya,Bengaluru,Right Center Back,54.4,53.8
Danish Farooq Bhat,Bengaluru,Center Attacking Midfield,44.8,64.0
Deshorn Brown,NorthEast United,Center Forward,110.7,45.6
Mohammed Irshad,NorthEast United,Left Center Midfield,76.9,21.9
Deshorn Brown,NorthEast United,Center Forward,93.2,30.0
Sahal Abdul Samad,Kerala Blasters,Left Midfield,40.8,52.7
Suhair Vadakkepeedika,NorthEast United,Right Wing,52.8,76.0
Cleiton Augusto Oliveira Silva,Bengaluru,Center Forward,72.5,44.7
Alan Henrique Costa,Bengaluru,Left Center Back,44.6,39.5
Cleiton Augusto Oliveira Silva,Bengaluru,Center Forward,89.6,39.7
Namgyal Bhutia,Bengaluru,Right Back,46.0,69.6
Deshorn Brown,NorthEast United,Center Forward,112.7,43.8
Pragyan Sundar Gogoi,NorthEast United,Right Center Midfield,70.7,74.6
Provat Lakra,NorthEast United,Left Back,10.8,56.9
Hernán Daniel Santana Trujillo,NorthEast United,Center Defensive Midfield,24.5,42.2
Imran Khan,NorthEast United,Left Wing,29.7,7.3
Hernán Daniel Santana Trujillo,NorthEast United,Center Defensive Midfield,34.1,14.5
Imran Khan,NorthEast United,Left Wing,38.6,5.3
Hernán Daniel Santana Trujillo,NorthEast United,Center Defensive Midfield,39.6,12.9
Suresh Singh Wangjam,Bengaluru,Right Defensive Midfield,71.1,68.8
Mohammed Irshad,NorthEast United,Left Center Midfield,67.7,34.4
Patrick Flottmann,NorthEast United,Right Center Back,19.3,57.9
Cleiton Augusto Oliveira Silva,Bengaluru,Center Forward,99.0,26.8
Hernán Daniel Santana Trujillo,NorthEast United,Center Defensive Midfield,15.9,70.9
Zakaria Diallo,NorthEast United,Left Center Back,17.3,49.7
Deshorn Brown,NorthEast United,Center Forward,50.4,42.2
Suhair Vadakkepeedika,NorthEast United,Right Wing,40.2,74.8
Udanta Kumam Singh,Bengaluru,Right Wing,99.4,54.6
